"ENGLP_2016","Proficiency","AGE","Age","SEX_ABS","Sex","STATE","State","REGIONTYPE","Geography Level","ASGS_2016","Region","TIME","Year","Value","Flag Codes","Flags"
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49797","Migratory - Offshore - Shipping (SA)","2016","2016",0,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",107,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",116,,
"1","Speaks English only","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",81,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",61,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",74,,
"1","Speaks English only","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",46,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",6,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",6,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",13,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",9,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",9,,
"2","Speaks other language and speaks English: Very well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",11,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",8,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",8,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",8,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",0,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",3,,
"3","Speaks other language and speaks English: Well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",4,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",3,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",5,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",3,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",4,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",3,,
"4","Speaks other language and speaks English: Not well","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","1","Males","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2011","2011",0,,
"5","Speaks other language and speaks English: Not at all","A35","35 - 39","2","Females","4","South Australia","SA3","Statistical Area Level 3","49999","Special Purpose Codes SA3 (SA)","2016","2016",0,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",363,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",364,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",348,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",261,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",246,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",241,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",69,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",75,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",113,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",65,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",59,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",74,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",18,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",31,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",33,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",18,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",29,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",50,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",12,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",20,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",20,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",16,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",22,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",19,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2006","2006",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40101","Adelaide City","2016","2016",7,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",2244,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",2391,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",2148,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",2443,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",2627,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",2434,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",100,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",112,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",108,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",108,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",125,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",132,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",10,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",13,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",16,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",15,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",19,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",37,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",3,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",11,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",3,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",3,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",11,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",12,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",6,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2006","2006",0,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40102","Adelaide Hills","2016","2016",0,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",1048,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",984,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",868,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",1178,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",1086,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",969,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",187,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",207,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",290,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",224,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",253,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",351,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",40,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",63,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",94,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",57,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",84,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",161,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",10,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",19,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",34,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",32,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",47,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",49,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",0,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2006","2006",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2011","2011",3,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40103","Burnside","2016","2016",8,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",1043,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",1069,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",979,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",1113,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",1180,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",956,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",434,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",439,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",422,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",426,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",458,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",391,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",96,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",114,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",148,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",109,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",147,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",167,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",18,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",47,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",45,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",41,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",69,,
"4","Speaks other language and speaks English: Not well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",51,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",7,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",4,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",5,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2006","2006",5,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2011","2011",8,,
"5","Speaks other language and speaks English: Not at all","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40104","Campbelltown (SA)","2016","2016",0,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2006","2006",872,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2011","2011",824,,
"1","Speaks English only","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",725,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2006","2006",909,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2011","2011",835,,
"1","Speaks English only","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",750,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2006","2006",210,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2011","2011",215,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",215,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2006","2006",232,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2011","2011",237,,
"2","Speaks other language and speaks English: Very well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",217,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2006","2006",45,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2011","2011",55,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","1","Males","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",81,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2006","2006",29,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2011","2011",41,,
"3","Speaks other language and speaks English: Well","A40","40 - 44","2","Females","4","South Australia","SA3","Statistical Area Level 3","40105","Norwood - Payneham - St Peters","2016","2016",97,,
